drugbank_id,name,other_drug_name,interaction_description
db00002,cetuximab,adecatumumab,the risk or severity of adverse effects can be increased when cetuximab is combined with adecatumumab.
db00002,cetuximab,labetuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with labetuzumab.
db00002,cetuximab,matuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with matuzumab.
db00002,cetuximab,fontolizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with fontolizumab.
db00002,cetuximab,bavituximab,the risk or severity of adverse effects can be increased when cetuximab is combined with bavituximab.
db00002,cetuximab,cr002,the risk or severity of adverse effects can be increased when cetuximab is combined with cr002.
db00002,cetuximab,rozrolimupab,the risk or severity of adverse effects can be increased when cetuximab is combined with rozrolimupab.
db00002,cetuximab,girentuximab,the risk or severity of adverse effects can be increased when cetuximab is combined with girentuximab.
db00002,cetuximab,obiltoxaximab,the risk or severity of adverse effects can be increased when cetuximab is combined with obiltoxaximab.
db00002,cetuximab,xtl-001,the risk or severity of adverse effects can be increased when cetuximab is combined with xtl-001.
db00002,cetuximab,nav 1800,the risk or severity of adverse effects can be increased when cetuximab is combined with nav 1800.
db00002,cetuximab,briakinumab,the risk or severity of adverse effects can be increased when cetuximab is combined with briakinumab.
db00002,cetuximab,otelixizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with otelixizumab.
db00002,cetuximab,amg 108,the risk or severity of adverse effects can be increased when cetuximab is combined with amg 108.
db00002,cetuximab,iratumumab,the risk or severity of adverse effects can be increased when cetuximab is combined with iratumumab.
db00002,cetuximab,enokizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with enokizumab.
db00002,cetuximab,ramucirumab,the risk or severity of adverse effects can be increased when cetuximab is combined with ramucirumab.
db00002,cetuximab,farletuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with farletuzumab.
db00002,cetuximab,veltuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with veltuzumab.
db00002,cetuximab,ustekinumab,the risk or severity of adverse effects can be increased when cetuximab is combined with ustekinumab.
db00002,cetuximab,trastuzumab emtansine,the risk or severity of adverse effects can be increased when cetuximab is combined with trastuzumab emtansine.
db00002,cetuximab,pro-542,the risk or severity of adverse effects can be increased when cetuximab is combined with pro-542.
db00002,cetuximab,tnx-901,the risk or severity of adverse effects can be increased when cetuximab is combined with tnx-901.
db00002,cetuximab,inotuzumab ozogamicin,the risk or severity of adverse effects can be increased when cetuximab is combined with inotuzumab ozogamicin.
db00002,cetuximab,ri 624,the risk or severity of adverse effects can be increased when cetuximab is combined with ri 624.
db00002,cetuximab,stamulumab,the risk or severity of adverse effects can be increased when cetuximab is combined with myo-029.
db00002,cetuximab,ct-011,the risk or severity of adverse effects can be increased when cetuximab is combined with ct-011.
db00002,cetuximab,leronlimab,the risk or severity of adverse effects can be increased when cetuximab is combined with leronlimab.
db00002,cetuximab,glembatumumab vedotin,the risk or severity of adverse effects can be increased when cetuximab is combined with glembatumumab vedotin.
db00002,cetuximab,olaratumab,the risk or severity of adverse effects can be increased when cetuximab is combined with olaratumab.
db00002,cetuximab,iph 2101,the risk or severity of adverse effects can be increased when cetuximab is combined with iph 2101.
db00002,cetuximab,tb-402,the risk or severity of adverse effects can be increased when cetuximab is combined with tb-402.
db00002,cetuximab,caplacizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with caplacizumab.
db00002,cetuximab,imc-1c11,the risk or severity of adverse effects can be increased when cetuximab is combined with imc-1c11.
db00002,cetuximab,eldelumab,the risk or severity of adverse effects can be increased when cetuximab is combined with eldelumab.
db00002,cetuximab,lumiliximab,the risk or severity of adverse effects can be increased when cetuximab is combined with lumiliximab.
db00002,cetuximab,canakinumab,the risk or severity of adverse effects can be increased when cetuximab is combined with canakinumab.
db00002,cetuximab,ipilimumab,the risk or severity of adverse effects can be increased when cetuximab is combined with ipilimumab.
db00002,cetuximab,nimotuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with nimotuzumab.
db00002,cetuximab,clenoliximab,the risk or severity of adverse effects can be increased when cetuximab is combined with clenoliximab.
db00002,cetuximab,tocilizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with tocilizumab.
db00002,cetuximab,biib015,the risk or severity of adverse effects can be increased when cetuximab is combined with biib015.
db00002,cetuximab,sonepcizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with sonepcizumab.
db00002,cetuximab,motavizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with motavizumab.
db00002,cetuximab,elotuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with elotuzumab.
db00002,cetuximab,ave9633,the risk or severity of adverse effects can be increased when cetuximab is combined with ave9633.
db00002,cetuximab,carotuximab,the risk or severity of adverse effects can be increased when cetuximab is combined with carotuximab.
db00002,cetuximab,xmab 2513,the risk or severity of adverse effects can be increased when cetuximab is combined with xmab 2513.
db00002,cetuximab,coltuximab ravtansine,the risk or severity of adverse effects can be increased when cetuximab is combined with coltuximab ravtansine.
db00002,cetuximab,lucatumumab,the risk or severity of adverse effects can be increased when cetuximab is combined with lucatumumab.
db00002,cetuximab,pertuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with pertuzumab.
db00002,cetuximab,siplizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with siplizumab.
db00002,cetuximab,apolizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with apolizumab.
db00002,cetuximab,sibrotuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with sibrotuzumab.
db00002,cetuximab,bivatuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with bivatuzumab.
db00002,cetuximab,lerdelimumab,the risk or severity of adverse effects can be increased when cetuximab is combined with lerdelimumab.
db00002,cetuximab,lexatumumab,the risk or severity of adverse effects can be increased when cetuximab is combined with lexatumumab.
db00002,cetuximab,reslizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with reslizumab.
db00002,cetuximab,teplizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with teplizumab.
db00002,cetuximab,catumaxomab,the risk or severity of adverse effects can be increased when cetuximab is combined with catumaxomab.
db00002,cetuximab,mepolizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with mepolizumab.
db00002,cetuximab,denosumab,the risk or severity of adverse effects can be increased when cetuximab is combined with denosumab.
db00002,cetuximab,volociximab,the risk or severity of adverse effects can be increased when cetuximab is combined with volociximab.
db00002,cetuximab,ofatumumab,the risk or severity of adverse effects can be increased when cetuximab is combined with ofatumumab.
db00002,cetuximab,golimumab,the risk or severity of adverse effects can be increased when cetuximab is combined with golimumab.
db00002,cetuximab,brentuximab vedotin,the risk or severity of adverse effects can be increased when cetuximab is combined with brentuximab vedotin.
db00002,cetuximab,belimumab,the risk or severity of adverse effects can be increased when cetuximab is combined with belimumab.
db00002,cetuximab,raxibacumab,the risk or severity of adverse effects can be increased when cetuximab is combined with raxibacumab.
db00002,cetuximab,obinutuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with obinutuzumab.
db00002,cetuximab,secukinumab,the risk or severity of adverse effects can be increased when cetuximab is combined with secukinumab.
db00002,cetuximab,vedolizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with vedolizumab.
db00002,cetuximab,nivolumab,the risk or severity of adverse effects can be increased when cetuximab is combined with nivolumab.
db00002,cetuximab,siltuximab,the risk or severity of adverse effects can be increased when cetuximab is combined with siltuximab.
db00002,cetuximab,pembrolizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with pembrolizumab.
db00002,cetuximab,dulaglutide,the risk or severity of adverse effects can be increased when cetuximab is combined with dulaglutide.
db00002,cetuximab,blinatumomab,the risk or severity of adverse effects can be increased when cetuximab is combined with blinatumomab.
db00002,cetuximab,anthrax immune globulin human,the risk or severity of adverse effects can be increased when cetuximab is combined with anthrax immune globulin human.
db00002,cetuximab,dinutuximab,the risk or severity of adverse effects can be increased when cetuximab is combined with dinutuximab.
db00002,cetuximab,asfotase alfa,the risk or severity of adverse effects can be increased when cetuximab is combined with asfotase alfa.
db00002,cetuximab,idarucizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with idarucizumab.
db00002,cetuximab,alirocumab,the risk or severity of adverse effects can be increased when cetuximab is combined with alirocumab.
db00002,cetuximab,evolocumab,the risk or severity of adverse effects can be increased when cetuximab is combined with evolocumab.
db00002,cetuximab,antilymphocyte immunoglobulin (horse),the risk or severity of adverse effects can be increased when cetuximab is combined with antilymphocyte immunoglobulin (horse).
db00002,cetuximab,daratumumab,the risk or severity of adverse effects can be increased when cetuximab is combined with daratumumab.
db00002,cetuximab,necitumumab,the risk or severity of adverse effects can be increased when cetuximab is combined with necitumumab.
db00002,cetuximab,ixekizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with ixekizumab.
db00002,cetuximab,ravulizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with ravulizumab.
db00002,cetuximab,atezolizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with atezolizumab.
db00002,cetuximab,"tetanus immune globulin, human","the risk or severity of adverse effects can be increased when cetuximab is combined with tetanus immune globulin, human."
db00002,cetuximab,eftrenonacog alfa,the risk or severity of adverse effects can be increased when cetuximab is combined with eftrenonacog alfa.
db00002,cetuximab,human varicella-zoster immune globulin,the risk or severity of adverse effects can be increased when cetuximab is combined with human varicella-zoster immune globulin.
db00002,cetuximab,conatumumab,the risk or severity of adverse effects can be increased when cetuximab is combined with conatumumab.
db00002,cetuximab,tabalumab,the risk or severity of adverse effects can be increased when cetuximab is combined with tabalumab.
db00002,cetuximab,ficlatuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with ficlatuzumab.
db00002,cetuximab,figitumumab,the risk or severity of adverse effects can be increased when cetuximab is combined with figitumumab.
db00002,cetuximab,durvalumab,the risk or severity of adverse effects can be increased when cetuximab is combined with durvalumab.
db00002,cetuximab,bapineuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with bapineuzumab.
db00002,cetuximab,depatuxizumab mafodotin,the risk or severity of adverse effects can be increased when cetuximab is combined with depatuxizumab mafodotin.
db00002,cetuximab,onartuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with onartuzumab.
db00002,cetuximab,solanezumab,the risk or severity of adverse effects can be increased when cetuximab is combined with solanezumab.
db00002,cetuximab,sarilumab,the risk or severity of adverse effects can be increased when cetuximab is combined with sarilumab.
db00002,cetuximab,tremelimumab,the risk or severity of adverse effects can be increased when cetuximab is combined with tremelimumab.
db00002,cetuximab,brodalumab,the risk or severity of adverse effects can be increased when cetuximab is combined with brodalumab.
db00002,cetuximab,sirukumab,the risk or severity of adverse effects can be increased when cetuximab is combined with sirukumab.
db00002,cetuximab,lampalizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with lampalizumab.
db00002,cetuximab,guselkumab,the risk or severity of adverse effects can be increased when cetuximab is combined with guselkumab.
db00002,cetuximab,dalotuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with dalotuzumab.
db00002,cetuximab,emibetuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with emibetuzumab.
db00002,cetuximab,ublituximab,the risk or severity of adverse effects can be increased when cetuximab is combined with ublituximab.
db00002,cetuximab,ligelizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with ligelizumab.
db00002,cetuximab,seribantumab,the risk or severity of adverse effects can be increased when cetuximab is combined with seribantumab.
db00002,cetuximab,landogrozumab,the risk or severity of adverse effects can be increased when cetuximab is combined with landogrozumab.
db00002,cetuximab,romosozumab,the risk or severity of adverse effects can be increased when cetuximab is combined with romosozumab.
db00002,cetuximab,vadastuximab talirine,the risk or severity of adverse effects can be increased when cetuximab is combined with vadastuximab talirine.
db00002,cetuximab,lebrikizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with lebrikizumab.
db00002,cetuximab,varlilumab,the risk or severity of adverse effects can be increased when cetuximab is combined with varlilumab.
db00002,cetuximab,avelumab,the risk or severity of adverse effects can be increased when cetuximab is combined with avelumab.
db00002,cetuximab,crenezumab,the risk or severity of adverse effects can be increased when cetuximab is combined with crenezumab.
db00002,cetuximab,rilotumumab,the risk or severity of adverse effects can be increased when cetuximab is combined with rilotumumab.
db00002,cetuximab,anifrolumab,the risk or severity of adverse effects can be increased when cetuximab is combined with anifrolumab.
db00002,cetuximab,ocrelizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with ocrelizumab.
db00002,cetuximab,benralizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with benralizumab.
db00002,cetuximab,gantenerumab,the risk or severity of adverse effects can be increased when cetuximab is combined with gantenerumab.
db00002,cetuximab,visilizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with visilizumab.
db00002,cetuximab,urelumab,the risk or severity of adverse effects can be increased when cetuximab is combined with urelumab.
db00002,cetuximab,lorvotuzumab mertansine,the risk or severity of adverse effects can be increased when cetuximab is combined with lorvotuzumab mertansine.
db00002,cetuximab,patritumab,the risk or severity of adverse effects can be increased when cetuximab is combined with patritumab.
db00002,cetuximab,fulranumab,the risk or severity of adverse effects can be increased when cetuximab is combined with fulranumab.
db00002,cetuximab,tarextumab,the risk or severity of adverse effects can be increased when cetuximab is combined with tarextumab.
db00002,cetuximab,sotatercept,the risk or severity of adverse effects can be increased when cetuximab is combined with sotatercept.
db00002,cetuximab,gevokizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with gevokizumab.
db00002,cetuximab,duligotuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with duligotuzumab.
db00002,cetuximab,simtuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with simtuzumab.
db00002,cetuximab,fasinumab,the risk or severity of adverse effects can be increased when cetuximab is combined with fasinumab.
db00002,cetuximab,dupilumab,the risk or severity of adverse effects can be increased when cetuximab is combined with dupilumab.
db00002,cetuximab,tralokinumab,the risk or severity of adverse effects can be increased when cetuximab is combined with tralokinumab.
db00002,cetuximab,etrolizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with etrolizumab.
db00002,cetuximab,zalutumumab,the risk or severity of adverse effects can be increased when cetuximab is combined with zalutumumab.
db00002,cetuximab,ganitumab,the risk or severity of adverse effects can be increased when cetuximab is combined with ganitumab.
db00002,cetuximab,etaracizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with etaracizumab.
db00002,cetuximab,polatuzumab vedotin,the risk or severity of adverse effects can be increased when cetuximab is combined with polatuzumab vedotin.
db00002,cetuximab,inclacumab,the risk or severity of adverse effects can be increased when cetuximab is combined with inclacumab.
db00002,cetuximab,cixutumumab,the risk or severity of adverse effects can be increased when cetuximab is combined with cixutumumab.
db00002,cetuximab,ascrinvacumab,the risk or severity of adverse effects can be increased when cetuximab is combined with ascrinvacumab.
db00002,cetuximab,aducanumab,the risk or severity of adverse effects can be increased when cetuximab is combined with aducanumab.
db00002,cetuximab,gs-5745,the risk or severity of adverse effects can be increased when cetuximab is combined with gs-5745.
db00002,cetuximab,vanucizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with vanucizumab.
db00002,cetuximab,labetuzumab govitecan,the risk or severity of adverse effects can be increased when cetuximab is combined with labetuzumab govitecan.
db00002,cetuximab,tanezumab,the risk or severity of adverse effects can be increased when cetuximab is combined with tanezumab.
db00002,cetuximab,ensituximab,the risk or severity of adverse effects can be increased when cetuximab is combined with ensituximab.
db00002,cetuximab,fezakinumab,the risk or severity of adverse effects can be increased when cetuximab is combined with fezakinumab.
db00002,cetuximab,dusigitumab,the risk or severity of adverse effects can be increased when cetuximab is combined with dusigitumab.
db00002,cetuximab,fresolimumab,the risk or severity of adverse effects can be increased when cetuximab is combined with fresolimumab.
db00002,cetuximab,indusatumab vedotin,the risk or severity of adverse effects can be increased when cetuximab is combined with indusatumab vedotin.
db00002,cetuximab,bococizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with bococizumab.
db00002,cetuximab,mirvetuximab soravtansine,the risk or severity of adverse effects can be increased when cetuximab is combined with mirvetuximab soravtansine.
db00002,cetuximab,mogamulizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with mogamulizumab.
db00002,cetuximab,plozalizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with plozalizumab.
db00002,cetuximab,inebilizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with inebilizumab.
db00002,cetuximab,mavrilimumab,the risk or severity of adverse effects can be increased when cetuximab is combined with mavrilimumab.
db00002,cetuximab,blosozumab,the risk or severity of adverse effects can be increased when cetuximab is combined with blosozumab.
db00002,cetuximab,bimagrumab,the risk or severity of adverse effects can be increased when cetuximab is combined with bimagrumab.
db00002,cetuximab,dacetuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with dacetuzumab.
db00002,cetuximab,tovetumab,the risk or severity of adverse effects can be increased when cetuximab is combined with tovetumab.
db00002,cetuximab,lumretuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with lumretuzumab.
db00002,cetuximab,ibalizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with ibalizumab.
db00002,cetuximab,intetumumab,the risk or severity of adverse effects can be increased when cetuximab is combined with intetumumab.
db00002,cetuximab,carlumab,the risk or severity of adverse effects can be increased when cetuximab is combined with carlumab.
db00002,cetuximab,demcizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with demcizumab.
db00002,cetuximab,sifalimumab,the risk or severity of adverse effects can be increased when cetuximab is combined with sifalimumab.
db00002,cetuximab,abituzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with abituzumab.
db00002,cetuximab,ecromeximab,the risk or severity of adverse effects can be increased when cetuximab is combined with ecromeximab.
db00002,cetuximab,naptumomab estafenatox,the risk or severity of adverse effects can be increased when cetuximab is combined with naptumomab estafenatox.
db00002,cetuximab,crotedumab,the risk or severity of adverse effects can be increased when cetuximab is combined with crotedumab.
db00002,cetuximab,concizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with concizumab.
db00002,cetuximab,depatuxizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with depatuxizumab.
db00002,cetuximab,rontalizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with rontalizumab.
db00002,cetuximab,amatuximab,the risk or severity of adverse effects can be increased when cetuximab is combined with amatuximab.
db00002,cetuximab,clazakizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with clazakizumab.
db00002,cetuximab,ozanezumab,the risk or severity of adverse effects can be increased when cetuximab is combined with ozanezumab.
db00002,cetuximab,sacituzumab govitecan,the risk or severity of adverse effects can be increased when cetuximab is combined with sacituzumab govitecan.
db00002,cetuximab,bimekizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with bimekizumab.
db00002,cetuximab,milatuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with milatuzumab.
db00002,cetuximab,robatumumab,the risk or severity of adverse effects can be increased when cetuximab is combined with robatumumab.
db00002,cetuximab,rovalpituzumab tesirine,the risk or severity of adverse effects can be increased when cetuximab is combined with rovalpituzumab tesirine.
db00002,cetuximab,namilumab,the risk or severity of adverse effects can be increased when cetuximab is combined with namilumab.
db00002,cetuximab,racotumomab,the risk or severity of adverse effects can be increased when cetuximab is combined with racotumomab.
db00002,cetuximab,tregalizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with tregalizumab.
db00002,cetuximab,olokizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with olokizumab.
db00002,cetuximab,bezlotoxumab,the risk or severity of adverse effects can be increased when cetuximab is combined with bezlotoxumab.
db00002,cetuximab,edrecolomab,the risk or severity of adverse effects can be increased when cetuximab is combined with edrecolomab.
db00002,cetuximab,nebacumab,the risk or severity of adverse effects can be increased when cetuximab is combined with nebacumab.
db00002,cetuximab,human cytomegalovirus immune globulin,the risk or severity of adverse effects can be increased when cetuximab is combined with human cytomegalovirus immune globulin.
db00002,cetuximab,emicizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with emicizumab.
db00002,cetuximab,sulesomab,the risk or severity of adverse effects can be increased when cetuximab is combined with sulesomab.
db00002,cetuximab,besilesomab,the risk or severity of adverse effects can be increased when cetuximab is combined with besilesomab.
db00002,cetuximab,tildrakizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with tildrakizumab.
db00002,cetuximab,burosumab,the risk or severity of adverse effects can be increased when cetuximab is combined with burosumab.
db00002,cetuximab,erenumab,the risk or severity of adverse effects can be increased when cetuximab is combined with erenumab.
db00002,cetuximab,eptinezumab,the risk or severity of adverse effects can be increased when cetuximab is combined with eptinezumab.
db00002,cetuximab,fremanezumab,the risk or severity of adverse effects can be increased when cetuximab is combined with fremanezumab.
db00002,cetuximab,galcanezumab,the risk or severity of adverse effects can be increased when cetuximab is combined with galcanezumab.
db00002,cetuximab,fanolesomab,the risk or severity of adverse effects can be increased when cetuximab is combined with fanolesomab.
db00002,cetuximab,lecanemab,the risk or severity of adverse effects can be increased when cetuximab is combined with lecanemab.
db00002,cetuximab,lanadelumab,the risk or severity of adverse effects can be increased when cetuximab is combined with lanadelumab.
db00002,cetuximab,cemiplimab,the risk or severity of adverse effects can be increased when cetuximab is combined with cemiplimab.
db00002,cetuximab,emapalumab,the risk or severity of adverse effects can be increased when cetuximab is combined with emapalumab.
db00002,cetuximab,risankizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with risankizumab.
db00002,cetuximab,camrelizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with camrelizumab.
db00002,cetuximab,setrusumab,the risk or severity of adverse effects can be increased when cetuximab is combined with setrusumab.
db00002,cetuximab,gancotamab,the risk or severity of adverse effects can be increased when cetuximab is combined with gancotamab.
db00002,cetuximab,anetumab ravtansine,the risk or severity of adverse effects can be increased when cetuximab is combined with anetumab ravtansine.
db00002,cetuximab,isatuximab,the risk or severity of adverse effects can be increased when cetuximab is combined with isatuximab.
db00002,cetuximab,icrucumab,the risk or severity of adverse effects can be increased when cetuximab is combined with icrucumab.
db00002,cetuximab,codrituzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with codrituzumab.
db00002,cetuximab,brolucizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with brolucizumab.
db00002,cetuximab,xentuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with xentuzumab.
db00002,cetuximab,lintuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with lintuzumab.
db00002,cetuximab,vobarilizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with vobarilizumab.
db00002,cetuximab,parsatuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with parsatuzumab.
db00002,cetuximab,emactuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with emactuzumab.
db00002,cetuximab,bevacizumab zirconium zr-89,the risk or severity of adverse effects can be increased when cetuximab is combined with bevacizumab zirconium zr-89.
db00002,cetuximab,refanezumab,the risk or severity of adverse effects can be increased when cetuximab is combined with refanezumab.
db00002,cetuximab,rozanolixizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with rozanolixizumab.
db00002,cetuximab,bermekimab,the risk or severity of adverse effects can be increased when cetuximab is combined with bermekimab.
db00002,cetuximab,pamrevlumab,the risk or severity of adverse effects can be increased when cetuximab is combined with pamrevlumab.
db00002,cetuximab,opicinumab,the risk or severity of adverse effects can be increased when cetuximab is combined with opicinumab.
db00002,cetuximab,trastuzumab deruxtecan,the risk or severity of adverse effects can be increased when cetuximab is combined with trastuzumab deruxtecan.
db00002,cetuximab,margetuximab,the risk or severity of adverse effects can be increased when cetuximab is combined with margetuximab.
db00002,cetuximab,dalantercept,the risk or severity of adverse effects can be increased when cetuximab is combined with dalantercept.
db00002,cetuximab,pateclizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with pateclizumab.
db00002,cetuximab,gremubamab,the risk or severity of adverse effects can be increased when cetuximab is combined with gremubamab.
db00002,cetuximab,apomab,the risk or severity of adverse effects can be increased when cetuximab is combined with apomab.
db00002,cetuximab,tafasitamab,the risk or severity of adverse effects can be increased when cetuximab is combined with tafasitamab.
db00002,cetuximab,ipafricept,the risk or severity of adverse effects can be increased when cetuximab is combined with ipafricept.
db00002,cetuximab,abrilumab,the risk or severity of adverse effects can be increased when cetuximab is combined with abrilumab.
db00002,cetuximab,frovocimab,the risk or severity of adverse effects can be increased when cetuximab is combined with frovocimab.
db00002,cetuximab,tezepelumab,the risk or severity of adverse effects can be increased when cetuximab is combined with tezepelumab.
db00002,cetuximab,tigatuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with tigatuzumab.
db00002,cetuximab,telisotuzumab vedotin,the risk or severity of adverse effects can be increased when cetuximab is combined with telisotuzumab vedotin.
db00002,cetuximab,utomilumab,the risk or severity of adverse effects can be increased when cetuximab is combined with utomilumab.
db00002,cetuximab,zolbetuximab,the risk or severity of adverse effects can be increased when cetuximab is combined with zolbetuximab.
db00002,cetuximab,ponezumab,the risk or severity of adverse effects can be increased when cetuximab is combined with ponezumab.
db00002,cetuximab,asunercept,the risk or severity of adverse effects can be increased when cetuximab is combined with asunercept.
db00002,cetuximab,suvratoxumab,the risk or severity of adverse effects can be increased when cetuximab is combined with suvratoxumab.
db00002,cetuximab,mitazalimab,the risk or severity of adverse effects can be increased when cetuximab is combined with mitazalimab.
db00002,cetuximab,nemolizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with nemolizumab.
db00002,cetuximab,bleselumab,the risk or severity of adverse effects can be increased when cetuximab is combined with bleselumab.
db00002,cetuximab,gedivumab,the risk or severity of adverse effects can be increased when cetuximab is combined with gedivumab.
db00002,cetuximab,valanafusp alfa,the risk or severity of adverse effects can be increased when cetuximab is combined with valanafusp alfa.
db00002,cetuximab,sofituzumab vedotin,the risk or severity of adverse effects can be increased when cetuximab is combined with sofituzumab vedotin.
db00002,cetuximab,istiratumab,the risk or severity of adverse effects can be increased when cetuximab is combined with istiratumab.
db00002,cetuximab,pidilizumab,the risk or severity of adverse effects can be increased when cetuximab is combined with pidilizumab.
db00002,cetuximab,gma-161,the risk or severity of adverse effects can be increased when cetuximab is combined with gma-161.
db00002,cetuximab,ladiratuzumab vedotin,the risk or severity of adverse effects can be increased when cetuximab is combined with ladiratuzumab vedotin.
db00002,cetuximab,tomaralimab,the risk or severity of adverse effects can be increased when cetuximab is combined with tomaralimab.
db00002,cetuximab,vesencumab,the risk or severity of adverse effects can be increased when cetuximab is combined with vesencumab.
db00002,cetuximab,pinatuzumab vedotin,the risk or severity of adverse effects can be increased when cetuximab is combined with pinatuzumab vedotin.
db00002,cetuximab,lulizumab pegol,the risk or severity of adverse effects can be increased when cetuximab is combined with lulizumab pegol.
db00002,cetuximab,lorukafusp alfa,the risk or severity of adverse effects can be increased when cetuximab is combined with lorukafusp alfa.
db00002,cetuximab,naratuximab emtansine,the risk or severity of adverse effects can be increased when cetuximab is combined with naratuximab emtansine.
db00002,cetuximab,zenocutuzumab,the risk or severity of adverse effects can be increased when cetuximab is combined with zenocutuzumab.
db00002,cetuximab,atoltivimab,the risk or severity of adverse effects can be increased when cetuximab is combined with atoltivimab.
db00002,cetuximab,maftivimab,the risk or severity of adverse effects can be increased when cetuximab is combined with maftivimab.
db00002,cetuximab,odesivimab,the risk or severity of adverse effects can be increased when cetuximab is combined with odesivimab.
db00002,cetuximab,belantamab mafodotin,the risk or severity of adverse effects can be increased when cetuximab is combined with belantamab mafodotin.
db00002,cetuximab,ansuvimab,the risk or severity of adverse effects can be increased when cetuximab is combined with ansuvimab.
db00002,cetuximab,bamlanivimab,the risk or severity of adverse effects can be increased when cetuximab is combined with bamlanivimab.
db00002,cetuximab,hepatitis b immune globulin,the risk or severity of adverse effects can be increased when cetuximab is combined with hepatitis b immune globulin.
db00002,cetuximab,human rho(d) immune globulin,the risk or severity of adverse effects can be increased when cetuximab is combined with human rho(d) immune globulin.
db00002,cetuximab,dostarlimab,the risk or severity of adverse effects can be increased when cetuximab is combined with dostarlimab.
