drugbank_id,name,other_drug_name,interaction_description
db00006,bivalirudin,tinoridine,the risk or severity of bleeding and hemorrhage can be increased when tinoridine is combined with bivalirudin.
db00006,bivalirudin,alclofenac,the risk or severity of bleeding and hemorrhage can be increased when alclofenac is combined with bivalirudin.
db00006,bivalirudin,fentiazac,the risk or severity of bleeding and hemorrhage can be increased when fentiazac is combined with bivalirudin.
db00006,bivalirudin,suxibuzone,the risk or severity of bleeding and hemorrhage can be increased when suxibuzone is combined with bivalirudin.
db00006,bivalirudin,bumadizone,the risk or severity of bleeding and hemorrhage can be increased when bumadizone is combined with bivalirudin.
db00006,bivalirudin,alminoprofen,the risk or severity of bleeding and hemorrhage can be increased when alminoprofen is combined with bivalirudin.
db00006,bivalirudin,difenpiramide,the risk or severity of bleeding and hemorrhage can be increased when difenpiramide is combined with bivalirudin.
db00006,bivalirudin,nifenazone,the risk or severity of bleeding and hemorrhage can be increased when nifenazone is combined with bivalirudin.
db00006,bivalirudin,lonazolac,the risk or severity of bleeding and hemorrhage can be increased when lonazolac is combined with bivalirudin.
db00006,bivalirudin,tenidap,the risk or severity of bleeding and hemorrhage can be increased when tenidap is combined with bivalirudin.
db00006,bivalirudin,propyphenazone,the risk or severity of bleeding and hemorrhage can be increased when propyphenazone is combined with bivalirudin.
db00006,bivalirudin,proglumetacin,the risk or severity of bleeding and hemorrhage can be increased when proglumetacin is combined with bivalirudin.
db00006,bivalirudin,guacetisal,the risk or severity of bleeding and hemorrhage can be increased when guacetisal is combined with bivalirudin.
db00006,bivalirudin,ethenzamide,the risk or severity of bleeding and hemorrhage can be increased when ethenzamide is combined with bivalirudin.
db00006,bivalirudin,carbaspirin calcium,the risk or severity of bleeding and hemorrhage can be increased when carbaspirin calcium is combined with bivalirudin.
db00006,bivalirudin,mofebutazone,the risk or severity of bleeding and hemorrhage can be increased when mofebutazone is combined with bivalirudin.
db00006,bivalirudin,proquazone,the risk or severity of bleeding and hemorrhage can be increased when proquazone is combined with bivalirudin.
db00006,bivalirudin,benorilate,the risk or severity of bleeding and hemorrhage can be increased when benorilate is combined with bivalirudin.
db00006,bivalirudin,pirprofen,the risk or severity of bleeding and hemorrhage can be increased when pirprofen is combined with bivalirudin.
db00006,bivalirudin,imidazole salicylate,the risk or severity of bleeding and hemorrhage can be increased when imidazole salicylate is combined with bivalirudin.
db00006,bivalirudin,sc-236,the risk or severity of bleeding and hemorrhage can be increased when sc-236 is combined with bivalirudin.
db00006,bivalirudin,ns-398,the risk or severity of bleeding and hemorrhage can be increased when ns-398 is combined with bivalirudin.
db00006,bivalirudin,flurbiprofen axetil,the risk or severity of bleeding and hemorrhage can be increased when flurbiprofen axetil is combined with bivalirudin.
db00006,bivalirudin,loxoprofen,the risk or severity of bleeding and hemorrhage can be increased when loxoprofen is combined with bivalirudin.
db00006,bivalirudin,niflumic acid,the risk or severity of bleeding and hemorrhage can be increased when niflumic acid is combined with bivalirudin.
db00006,bivalirudin,omacetaxine mepesuccinate,the risk or severity of bleeding can be increased when bivalirudin is combined with omacetaxine mepesuccinate.
db00006,bivalirudin,omega-3 fatty acids,omega-3 fatty acids may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,tositumomab,the risk or severity of bleeding and hemorrhage can be increased when bivalirudin is combined with tositumomab.
db00006,bivalirudin,collagenase clostridium histolyticum,the risk or severity of adverse effects can be increased when bivalirudin is combined with collagenase clostridium histolyticum.
db00006,bivalirudin,carbimazole,carbimazole may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,propylthiouracil,propylthiouracil may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,methimazole,methimazole may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,"3,5-diiodotyrosine","3,5-diiodotyrosine may increase the anticoagulant activities of bivalirudin."
db00006,bivalirudin,potassium iodide,potassium iodide may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,dibromotyrosine,dibromotyrosine may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,potassium perchlorate,potassium perchlorate may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,methylthiouracil,methylthiouracil may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,benzylthiouracil,benzylthiouracil may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,octylphenoxy polyethoxyethanol,the therapeutic efficacy of bivalirudin can be decreased when used in combination with octylphenoxy polyethoxyethanol.
db00006,bivalirudin,trestolone,the therapeutic efficacy of bivalirudin can be decreased when used in combination with trestolone.
db00006,bivalirudin,ulipristal,the therapeutic efficacy of bivalirudin can be decreased when used in combination with ulipristal.
db00006,bivalirudin,cloprostenol,the therapeutic efficacy of bivalirudin can be decreased when used in combination with cloprostenol.
db00006,bivalirudin,gossypol,the therapeutic efficacy of bivalirudin can be decreased when used in combination with gossypol.
db00006,bivalirudin,etonogestrel,the therapeutic efficacy of bivalirudin can be decreased when used in combination with etonogestrel.
db00006,bivalirudin,dydrogesterone,dydrogesterone may decrease the anticoagulant activities of bivalirudin.
db00006,bivalirudin,progesterone,the therapeutic efficacy of bivalirudin can be decreased when used in combination with progesterone.
db00006,bivalirudin,allylestrenol,allylestrenol may decrease the anticoagulant activities of bivalirudin.
db00006,bivalirudin,norelgestromin,the therapeutic efficacy of bivalirudin can be decreased when used in combination with norelgestromin.
db00006,bivalirudin,hydroxyprogesterone caproate,the therapeutic efficacy of bivalirudin can be decreased when used in combination with hydroxyprogesterone caproate.
db00006,bivalirudin,medrogestone,medrogestone may decrease the anticoagulant activities of bivalirudin.
db00006,bivalirudin,altrenogest,altrenogest may decrease the anticoagulant activities of bivalirudin.
db00006,bivalirudin,nomegestrol,the therapeutic efficacy of bivalirudin can be decreased when used in combination with nomegestrol.
db00006,bivalirudin,gestonorone,gestonorone may decrease the anticoagulant activities of bivalirudin.
db00006,bivalirudin,methylestrenolone,methylestrenolone may decrease the anticoagulant activities of bivalirudin.
db00006,bivalirudin,promegestone,promegestone may decrease the anticoagulant activities of bivalirudin.
db00006,bivalirudin,etynodiol,the therapeutic efficacy of bivalirudin can be decreased when used in combination with etynodiol.
db00006,bivalirudin,hydroxyprogesterone,hydroxyprogesterone may decrease the anticoagulant activities of bivalirudin.
db00006,bivalirudin,quingestanol acetate,quingestanol acetate may decrease the anticoagulant activities of bivalirudin.
db00006,bivalirudin,aminosalicylic acid,the risk or severity of bleeding can be increased when aminosalicylic acid is combined with bivalirudin.
db00006,bivalirudin,bismuth subsalicylate,the risk or severity of bleeding can be increased when bismuth subsalicylate is combined with bivalirudin.
db00006,bivalirudin,dersalazine,the risk or severity of bleeding can be increased when dersalazine is combined with bivalirudin.
db00006,bivalirudin,phenyl aminosalicylate,the risk or severity of bleeding can be increased when phenyl aminosalicylate is combined with bivalirudin.
db00006,bivalirudin,methyl salicylate,the risk or severity of bleeding can be increased when methyl salicylate is combined with bivalirudin.
db00006,bivalirudin,trolamine salicylate,the risk or severity of bleeding can be increased when trolamine salicylate is combined with bivalirudin.
db00006,bivalirudin,aloxiprin,the risk or severity of bleeding can be increased when aloxiprin is combined with bivalirudin.
db00006,bivalirudin,choline salicylate,the risk or severity of bleeding can be increased when choline salicylate is combined with bivalirudin.
db00006,bivalirudin,thiosalicylic acid,the risk or severity of bleeding can be increased when thiosalicylic acid is combined with bivalirudin.
db00006,bivalirudin,abciximab,the risk or severity of bleeding can be increased when abciximab is combined with bivalirudin.
db00006,bivalirudin,eptifibatide,the risk or severity of bleeding can be increased when eptifibatide is combined with bivalirudin.
db00006,bivalirudin,ticlopidine,the risk or severity of bleeding can be increased when ticlopidine is combined with bivalirudin.
db00006,bivalirudin,anagrelide,the risk or severity of bleeding can be increased when anagrelide is combined with bivalirudin.
db00006,bivalirudin,clopidogrel,the risk or severity of bleeding can be increased when clopidogrel is combined with bivalirudin.
db00006,bivalirudin,tirofiban,the risk or severity of bleeding can be increased when tirofiban is combined with bivalirudin.
db00006,bivalirudin,dipyridamole,the risk or severity of bleeding can be increased when dipyridamole is combined with bivalirudin.
db00006,bivalirudin,iloprost,iloprost may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,sulfinpyrazone,the risk or severity of bleeding can be increased when sulfinpyrazone is combined with bivalirudin.
db00006,bivalirudin,cilostazol,the risk or severity of bleeding can be increased when cilostazol is combined with bivalirudin.
db00006,bivalirudin,ridogrel,the risk or severity of bleeding can be increased when ridogrel is combined with bivalirudin.
db00006,bivalirudin,epoprostenol,the risk or severity of bleeding can be increased when epoprostenol is combined with bivalirudin.
db00006,bivalirudin,resveratrol,the risk or severity of bleeding can be increased when resveratrol is combined with bivalirudin.
db00006,bivalirudin,nimesulide,the risk or severity of bleeding and hemorrhage can be increased when nimesulide is combined with bivalirudin.
db00006,bivalirudin,tesmilifene,the risk or severity of bleeding can be increased when tesmilifene is combined with bivalirudin.
db00006,bivalirudin,defibrotide,the risk or severity of bleeding can be increased when defibrotide is combined with bivalirudin.
db00006,bivalirudin,beraprost,the risk or severity of bleeding can be increased when beraprost is combined with bivalirudin.
db00006,bivalirudin,ibudilast,the risk or severity of bleeding can be increased when ibudilast is combined with bivalirudin.
db00006,bivalirudin,andrographolide,the risk or severity of bleeding can be increased when andrographolide is combined with bivalirudin.
db00006,bivalirudin,caplacizumab,the risk or severity of bleeding can be increased when caplacizumab is combined with bivalirudin.
db00006,bivalirudin,prasugrel,the risk or severity of bleeding can be increased when prasugrel is combined with bivalirudin.
db00006,bivalirudin,cangrelor,the risk or severity of bleeding can be increased when cangrelor is combined with bivalirudin.
db00006,bivalirudin,tranilast,the risk or severity of bleeding can be increased when tranilast is combined with bivalirudin.
db00006,bivalirudin,triflusal,the risk or severity of bleeding can be increased when triflusal is combined with bivalirudin.
db00006,bivalirudin,ticagrelor,the risk or severity of bleeding can be increased when ticagrelor is combined with bivalirudin.
db00006,bivalirudin,icosapent ethyl,the risk or severity of bleeding can be increased when icosapent ethyl is combined with bivalirudin.
db00006,bivalirudin,trapidil,the risk or severity of bleeding can be increased when trapidil is combined with bivalirudin.
db00006,bivalirudin,naftopidil,the risk or severity of bleeding can be increased when naftopidil is combined with bivalirudin.
db00006,bivalirudin,sarpogrelate,the risk or severity of bleeding can be increased when sarpogrelate is combined with bivalirudin.
db00006,bivalirudin,ifetroban,the risk or severity of bleeding can be increased when ifetroban is combined with bivalirudin.
db00006,bivalirudin,nitroaspirin,the risk or severity of bleeding and hemorrhage can be increased when nitroaspirin is combined with bivalirudin.
db00006,bivalirudin,indobufen,the risk or severity of bleeding and hemorrhage can be increased when indobufen is combined with bivalirudin.
db00006,bivalirudin,butylphthalide,the risk or severity of bleeding can be increased when butylphthalide is combined with bivalirudin.
db00006,bivalirudin,hydroxytyrosol,the risk or severity of bleeding can be increased when hydroxytyrosol is combined with bivalirudin.
db00006,bivalirudin,ramatroban,the risk or severity of bleeding can be increased when ramatroban is combined with bivalirudin.
db00006,bivalirudin,picotamide,the risk or severity of bleeding can be increased when picotamide is combined with bivalirudin.
db00006,bivalirudin,cloricromen,the risk or severity of bleeding can be increased when cloricromen is combined with bivalirudin.
db00006,bivalirudin,linsidomine,the risk or severity of bleeding can be increased when linsidomine is combined with bivalirudin.
db00006,bivalirudin,buflomedil,the risk or severity of bleeding can be increased when buflomedil is combined with bivalirudin.
db00006,bivalirudin,relcovaptan,the risk or severity of bleeding can be increased when relcovaptan is combined with bivalirudin.
db00006,bivalirudin,maritime pine extract,the risk or severity of bleeding can be increased when maritime pine extract is combined with bivalirudin.
db00006,bivalirudin,treprostinil,the risk or severity of bleeding can be increased when treprostinil is combined with bivalirudin.
db00006,bivalirudin,hemin,hemin may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,acemetacin,the risk or severity of bleeding and hemorrhage can be increased when bivalirudin is combined with acemetacin.
db00006,bivalirudin,testosterone,testosterone may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,testosterone propionate,testosterone propionate may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,1-testosterone,1-testosterone may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,4-hydroxytestosterone,4-hydroxytestosterone may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,dehydrochloromethyltestosterone,dehydrochloromethyltestosterone may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,boldenone,boldenone may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,18-methyl-19-nortestosterone,18-methyl-19-nortestosterone may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,calusterone,calusterone may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,formebolone,formebolone may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,methyl-1-testosterone,methyl-1-testosterone may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,5beta-dihydrotestosterone,5beta-dihydrotestosterone may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,testosterone succinate,testosterone succinate may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,mibolerone,mibolerone may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,testosterone cypionate,testosterone cypionate may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,testosterone enanthate,testosterone enanthate may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,testosterone undecanoate,testosterone undecanoate may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,testosterone enantate benzilic acid hydrazone,testosterone enantate benzilic acid hydrazone may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,stanolone acetate,stanolone acetate may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,trestolone acetate,trestolone acetate may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,"(1,2,6,7-3h)testosterone","(1,2,6,7-3h)testosterone may increase the anticoagulant activities of bivalirudin."
db00006,bivalirudin,drostanolone propionate,drostanolone propionate may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,stanolone,stanolone may increase the anticoagulant activities of bivalirudin.
db00006,bivalirudin,azficel-t,the risk or severity of adverse effects can be increased when bivalirudin is combined with azficel-t.
db00006,bivalirudin,omega-3-carboxylic acids,the therapeutic efficacy of bivalirudin can be increased when used in combination with omega-3-carboxylic acids.
db00006,bivalirudin,"antihemophilic factor, human recombinant","the therapeutic efficacy of antihemophilic factor, human recombinant can be decreased when used in combination with bivalirudin."
db00006,bivalirudin,coagulation factor viia recombinant human,the therapeutic efficacy of coagulation factor viia recombinant human can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,coagulation factor ix (recombinant),the therapeutic efficacy of coagulation factor ix (recombinant) can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,calcium,the therapeutic efficacy of calcium can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,pantothenic acid,the therapeutic efficacy of pantothenic acid can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,formic acid,the therapeutic efficacy of formic acid can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,platelet activating factor,the therapeutic efficacy of platelet activating factor can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,turoctocog alfa,the therapeutic efficacy of turoctocog alfa can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,fibrinogen human,the therapeutic efficacy of fibrinogen human can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,catridecacog,the therapeutic efficacy of catridecacog can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,"antihemophilic factor (recombinant), pegylated","the therapeutic efficacy of antihemophilic factor (recombinant), pegylated can be decreased when used in combination with bivalirudin."
db00006,bivalirudin,prothrombin,the therapeutic efficacy of prothrombin can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,factor ix complex (human),the therapeutic efficacy of factor ix complex (human) can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,susoctocog alfa,the therapeutic efficacy of susoctocog alfa can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,eftrenonacog alfa,the therapeutic efficacy of eftrenonacog alfa can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,rusalatide acetate,the therapeutic efficacy of rusalatide acetate can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,vatreptacog alfa,the therapeutic efficacy of vatreptacog alfa can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,factor xiii (human),the therapeutic efficacy of factor xiii (human) can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,von willebrand factor human,the therapeutic efficacy of von willebrand factor human can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,coagulation factor x human,the therapeutic efficacy of coagulation factor x human can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,coagulation factor vii human,the therapeutic efficacy of coagulation factor vii human can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,anti-inhibitor coagulant complex,the therapeutic efficacy of anti-inhibitor coagulant complex can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,coagulation factor ix human,the therapeutic efficacy of coagulation factor ix human can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,antihemophilic factor human,the therapeutic efficacy of antihemophilic factor human can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,kallidinogenase,the therapeutic efficacy of kallidinogenase can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,trenonacog alfa,the therapeutic efficacy of trenonacog alfa can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,albutrepenonacog alfa,the therapeutic efficacy of albutrepenonacog alfa can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,emicizumab,the therapeutic efficacy of emicizumab can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,nonacog beta pegol,the therapeutic efficacy of nonacog beta pegol can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,moroctocog alfa,the therapeutic efficacy of moroctocog alfa can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,beroctocog alfa,the therapeutic efficacy of beroctocog alfa can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,andexanet alfa,the therapeutic efficacy of andexanet alfa can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,calcium cation,the therapeutic efficacy of calcium cation can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,damoctocog alfa pegol,the therapeutic efficacy of damoctocog alfa pegol can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,turoctocog alfa pegol,the therapeutic efficacy of turoctocog alfa pegol can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,fluvoxamine,the risk or severity of hemorrhage can be increased when fluvoxamine is combined with bivalirudin.
db00006,bivalirudin,citalopram,the risk or severity of bleeding can be increased when bivalirudin is combined with citalopram.
db00006,bivalirudin,fluoxetine,the risk or severity of hemorrhage can be increased when fluoxetine is combined with bivalirudin.
db00006,bivalirudin,paroxetine,the risk or severity of hemorrhage can be increased when paroxetine is combined with bivalirudin.
db00006,bivalirudin,nefazodone,the risk or severity of hemorrhage can be increased when nefazodone is combined with bivalirudin.
db00006,bivalirudin,zimelidine,the risk or severity of hemorrhage can be increased when zimelidine is combined with bivalirudin.
db00006,bivalirudin,dapoxetine,the risk or severity of hemorrhage can be increased when dapoxetine is combined with bivalirudin.
db00006,bivalirudin,seproxetine,the risk or severity of hemorrhage can be increased when seproxetine is combined with bivalirudin.
db00006,bivalirudin,indalpine,the risk or severity of hemorrhage can be increased when indalpine is combined with bivalirudin.
db00006,bivalirudin,ritanserin,the risk or severity of hemorrhage can be increased when ritanserin is combined with bivalirudin.
db00006,bivalirudin,alaproclate,the risk or severity of hemorrhage can be increased when alaproclate is combined with bivalirudin.
db00006,bivalirudin,duloxetine,the risk or severity of hemorrhage can be increased when duloxetine is combined with bivalirudin.
db00006,bivalirudin,sibutramine,the risk or severity of hemorrhage can be increased when sibutramine is combined with bivalirudin.
db00006,bivalirudin,milnacipran,the risk or severity of hemorrhage can be increased when milnacipran is combined with bivalirudin.
db00006,bivalirudin,desvenlafaxine,the risk or severity of adverse effects can be increased when desvenlafaxine is combined with bivalirudin.
db00006,bivalirudin,levomilnacipran,the risk or severity of bleeding can be increased when bivalirudin is combined with levomilnacipran.
db00006,bivalirudin,venlafaxine,the risk or severity of bleeding can be increased when bivalirudin is combined with venlafaxine.
db00006,bivalirudin,linezolid,the risk or severity of bleeding and hemorrhage can be increased when linezolid is combined with bivalirudin.
db00006,bivalirudin,furazolidone,the risk or severity of bleeding and hemorrhage can be increased when furazolidone is combined with bivalirudin.
db00006,bivalirudin,procaine,the risk or severity of bleeding and hemorrhage can be increased when procaine is combined with bivalirudin.
db00006,bivalirudin,tranylcypromine,the risk or severity of bleeding and hemorrhage can be increased when tranylcypromine is combined with bivalirudin.
db00006,bivalirudin,phenelzine,the risk or severity of bleeding and hemorrhage can be increased when phenelzine is combined with bivalirudin.
db00006,bivalirudin,minaprine,the risk or severity of bleeding and hemorrhage can be increased when minaprine is combined with bivalirudin.
db00006,bivalirudin,selegiline,the risk or severity of bleeding and hemorrhage can be increased when selegiline is combined with bivalirudin.
db00006,bivalirudin,procarbazine,the risk or severity of bleeding and hemorrhage can be increased when procarbazine is combined with bivalirudin.
db00006,bivalirudin,moclobemide,the risk or severity of bleeding and hemorrhage can be increased when moclobemide is combined with bivalirudin.
db00006,bivalirudin,isocarboxazid,the risk or severity of bleeding and hemorrhage can be increased when isocarboxazid is combined with bivalirudin.
db00006,bivalirudin,rasagiline,the risk or severity of bleeding and hemorrhage can be increased when rasagiline is combined with bivalirudin.
db00006,bivalirudin,pargyline,the risk or severity of bleeding and hemorrhage can be increased when pargyline is combined with bivalirudin.
db00006,bivalirudin,clorgiline,the risk or severity of bleeding and hemorrhage can be increased when clorgiline is combined with bivalirudin.
db00006,bivalirudin,iproniazid,the risk or severity of bleeding and hemorrhage can be increased when iproniazid is combined with bivalirudin.
db00006,bivalirudin,nialamide,the risk or severity of bleeding and hemorrhage can be increased when nialamide is combined with bivalirudin.
db00006,bivalirudin,safinamide,the risk or severity of bleeding and hemorrhage can be increased when safinamide is combined with bivalirudin.
db00006,bivalirudin,"7,8-dichloro-1,2,3,4-tetrahydroisoquinoline","the risk or severity of bleeding and hemorrhage can be increased when 7,8-dichloro-1,2,3,4-tetrahydroisoquinoline is combined with bivalirudin."
db00006,bivalirudin,methylene blue,the risk or severity of bleeding and hemorrhage can be increased when methylene blue is combined with bivalirudin.
db00006,bivalirudin,hydracarbazine,the risk or severity of bleeding and hemorrhage can be increased when hydracarbazine is combined with bivalirudin.
db00006,bivalirudin,pirlindole,the risk or severity of bleeding and hemorrhage can be increased when pirlindole is combined with bivalirudin.
db00006,bivalirudin,toloxatone,the risk or severity of bleeding and hemorrhage can be increased when toloxatone is combined with bivalirudin.
db00006,bivalirudin,benmoxin,the risk or severity of bleeding and hemorrhage can be increased when benmoxin is combined with bivalirudin.
db00006,bivalirudin,mebanazine,the risk or severity of bleeding and hemorrhage can be increased when mebanazine is combined with bivalirudin.
db00006,bivalirudin,octamoxin,the risk or severity of bleeding and hemorrhage can be increased when octamoxin is combined with bivalirudin.
db00006,bivalirudin,pheniprazine,the risk or severity of bleeding and hemorrhage can be increased when pheniprazine is combined with bivalirudin.
db00006,bivalirudin,phenoxypropazine,the risk or severity of bleeding and hemorrhage can be increased when phenoxypropazine is combined with bivalirudin.
db00006,bivalirudin,pivhydrazine,the risk or severity of bleeding and hemorrhage can be increased when pivhydrazine is combined with bivalirudin.
db00006,bivalirudin,safrazine,the risk or severity of bleeding and hemorrhage can be increased when safrazine is combined with bivalirudin.
db00006,bivalirudin,caroxazone,the risk or severity of bleeding and hemorrhage can be increased when caroxazone is combined with bivalirudin.
db00006,bivalirudin,harmaline,the risk or severity of bleeding and hemorrhage can be increased when harmaline is combined with bivalirudin.
db00006,bivalirudin,brofaromine,the risk or severity of bleeding and hemorrhage can be increased when brofaromine is combined with bivalirudin.
db00006,bivalirudin,dicoumarol,the risk or severity of bleeding can be increased when bivalirudin is combined with dicoumarol.
db00006,bivalirudin,argatroban,the risk or severity of bleeding can be increased when bivalirudin is combined with argatroban.
db00006,bivalirudin,ardeparin,the risk or severity of bleeding can be increased when bivalirudin is combined with ardeparin.
db00006,bivalirudin,phenindione,the risk or severity of bleeding can be increased when bivalirudin is combined with phenindione.
db00006,bivalirudin,fondaparinux,the risk or severity of bleeding can be increased when bivalirudin is combined with fondaparinux.
db00006,bivalirudin,warfarin,the risk or severity of bleeding can be increased when bivalirudin is combined with warfarin.
db00006,bivalirudin,phenprocoumon,the risk or severity of bleeding can be increased when bivalirudin is combined with phenprocoumon.
db00006,bivalirudin,edetic acid,the risk or severity of bleeding can be increased when bivalirudin is combined with edetic acid.
db00006,bivalirudin,heparin,the risk or severity of bleeding can be increased when bivalirudin is combined with heparin.
db00006,bivalirudin,enoxaparin,the risk or severity of bleeding can be increased when bivalirudin is combined with enoxaparin.
db00006,bivalirudin,acenocoumarol,the risk or severity of bleeding can be increased when bivalirudin is combined with acenocoumarol.
db00006,bivalirudin,ximelagatran,the risk or severity of bleeding can be increased when bivalirudin is combined with ximelagatran.
db00006,bivalirudin,ancrod,the risk or severity of bleeding can be increased when bivalirudin is combined with ancrod.
db00006,bivalirudin,sulodexide,the risk or severity of bleeding can be increased when bivalirudin is combined with sulodexide.
db00006,bivalirudin,idraparinux,the risk or severity of bleeding can be increased when bivalirudin is combined with idraparinux.
db00006,bivalirudin,otamixaban,the risk or severity of bleeding can be increased when bivalirudin is combined with otamixaban.
db00006,bivalirudin,danaparoid,the risk or severity of bleeding can be increased when bivalirudin is combined with danaparoid.
db00006,bivalirudin,dalteparin,the risk or severity of bleeding can be increased when bivalirudin is combined with dalteparin.
db00006,bivalirudin,ethyl biscoumacetate,the risk or severity of bleeding can be increased when bivalirudin is combined with ethyl biscoumacetate.
db00006,bivalirudin,nadroparin,the risk or severity of bleeding can be increased when bivalirudin is combined with nadroparin.
db00006,bivalirudin,dextran,the risk or severity of bleeding can be increased when bivalirudin is combined with dextran.
db00006,bivalirudin,desirudin,the risk or severity of bleeding can be increased when bivalirudin is combined with desirudin.
db00006,bivalirudin,protocatechualdehyde,the risk or severity of bleeding can be increased when bivalirudin is combined with protocatechualdehyde.
db00006,bivalirudin,protein c,the risk or severity of bleeding can be increased when bivalirudin is combined with protein c.
db00006,bivalirudin,antithrombin iii human,the risk or severity of bleeding can be increased when bivalirudin is combined with antithrombin iii human.
db00006,bivalirudin,letaxaban,the risk or severity of bleeding can be increased when bivalirudin is combined with letaxaban.
db00006,bivalirudin,darexaban,the risk or severity of bleeding can be increased when bivalirudin is combined with darexaban.
db00006,bivalirudin,nafamostat,the risk or severity of bleeding can be increased when bivalirudin is combined with nafamostat.
db00006,bivalirudin,gabexate,the risk or severity of bleeding can be increased when bivalirudin is combined with gabexate.
db00006,bivalirudin,troxerutin,the risk or severity of bleeding can be increased when bivalirudin is combined with troxerutin.
db00006,bivalirudin,fluindione,the risk or severity of bleeding can be increased when bivalirudin is combined with fluindione.
db00006,bivalirudin,protein s human,the therapeutic efficacy of protein s human can be decreased when used in combination with bivalirudin.
db00006,bivalirudin,melagatran,the risk or severity of bleeding can be increased when bivalirudin is combined with melagatran.
db00006,bivalirudin,sodium citrate,the risk or severity of bleeding can be increased when bivalirudin is combined with sodium citrate.
db00006,bivalirudin,tenecteplase,the risk or severity of bleeding can be increased when bivalirudin is combined with tenecteplase.
db00006,bivalirudin,drotrecogin alfa,the risk or severity of bleeding can be increased when bivalirudin is combined with drotrecogin alfa.
db00006,bivalirudin,tinzaparin,the risk or severity of bleeding can be increased when bivalirudin is combined with tinzaparin.
db00006,bivalirudin,brinase,the risk or severity of bleeding can be increased when bivalirudin is combined with brinase.
db00006,bivalirudin,saruplase,the risk or severity of bleeding can be increased when bivalirudin is combined with saruplase.
db00006,bivalirudin,streptokinase,the risk or severity of bleeding can be increased when bivalirudin is combined with streptokinase.
